BPS_NAME,EVT_PHYS2,ACRES
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,OtherClearing,112.554
Chihuahuan Creosotebush Desert Scrub,Agricultural,31932.036
Chihuahuan Creosotebush Desert Scrub,NaturalVeg,1940545.734
Chihuahuan Creosotebush Desert Scrub,Developed,26510.13
Chihuahuan Creosotebush Desert Scrub,Exotics,265859.208
Chihuahuan Creosotebush Desert Scrub,OtherClearing,4812.072
Colorado Plateau Mixed Low Sagebrush Shrubland,Agricultural,30997.86
Colorado Plateau Mixed Low Sagebrush Shrubland,NaturalVeg,2138100.87
Colorado Plateau Mixed Low Sagebrush Shrubland,Developed,23690.286
Colorado Plateau Mixed Low Sagebrush Shrubland,Exotics,68663.49
Colorado Plateau Mixed Low Sagebrush Shrubland,OtherClearing,2414.028
Western Great Plains Wooded Draw and Ravine,Agricultural,446611.608
Western Great Plains Wooded Draw and Ravine,NaturalVeg,1603828.788
Western Great Plains Wooded Draw and Ravine,Developed,79650.936
Western Great Plains Wooded Draw and Ravine,Exotics,86045.424
Western Great Plains Wooded Draw and Ravine,OtherClearing,1439.892
Tamaulipan Riparian Systems,Agricultural,571847.358
Tamaulipan Riparian Systems,NaturalVeg,1239070.8
Tamaulipan Riparian Systems,Developed,191064.966
Tamaulipan Riparian Systems,Exotics,179393.982
Tamaulipan Riparian Systems,OtherClearing,3785.544
Mediterranean California Mixed Evergreen Forest-Interior,Agricultural,8143.848
Mediterranean California Mixed Evergreen Forest-Interior,NaturalVeg,2050450.386
Mediterranean California Mixed Evergreen Forest-Interior,Developed,71833.65
Mediterranean California Mixed Evergreen Forest-Interior,Exotics,47799.708
Mediterranean California Mixed Evergreen Forest-Interior,OtherClearing,69.486
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Agricultural,12183.804
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,NaturalVeg,2072402.19
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Developed,19081.122
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Exotics,5013.426
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,OtherClearing,15.318
Rocky Mountain Lodgepole Pine Forest,Agricultural,14379.606
Rocky Mountain Lodgepole Pine Forest,NaturalVeg,2035145.04
Rocky Mountain Lodgepole Pine Forest,Developed,36905.28
Rocky Mountain Lodgepole Pine Forest,Exotics,9050.94
Rocky Mountain Lodgepole Pine Forest,OtherClearing,222.444
Laurentian-Acadian Swamp Systems,Agricultural,117747.468
Laurentian-Acadian Swamp Systems,NaturalVeg,1757251.212
Laurentian-Acadian Swamp Systems,Developed,170541.066
Laurentian-Acadian Swamp Systems,Exotics,18870.666
Laurentian-Acadian Swamp Systems,OtherClearing,335.22
Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Agricultural,364394.13
Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,NaturalVeg,1266554.844
Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Developed,354687.846
Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Exotics,71250.456
Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,OtherClearing,2455.32
Southern Colorado Plateau Sand Shrubland,Agricultural,28030.164
Southern Colorado Plateau Sand Shrubland,NaturalVeg,1950400.536
Southern Colorado Plateau Sand Shrubland,Developed,19949.586
Southern Colorado Plateau Sand Shrubland,Exotics,48019.488
Southern Colorado Plateau Sand Shrubland,OtherClearing,963.48
North American Warm Desert Riparian Systems-Stringers,Agricultural,17520.24
North American Warm Desert Riparian Systems-Stringers,NaturalVeg,1853791.908
North American Warm Desert Riparian Systems-Stringers,Developed,87712.644
North American Warm Desert Riparian Systems-Stringers,Exotics,44844
North American Warm Desert Riparian Systems-Stringers,OtherClearing,1989.786
North Pacific Lowland Riparian Forest and Shrubland,Agricultural,462814.278
North Pacific Lowland Riparian Forest and Shrubland,NaturalVeg,1119195.24
North Pacific Lowland Riparian Forest and Shrubland,Developed,381753.42
North Pacific Lowland Riparian Forest and Shrubland,Exotics,7052.274
North Pacific Lowland Riparian Forest and Shrubland,OtherClearing,152.514
East Gulf Coastal Plain Northern Loess Bluff Forest,Agricultural,554849.706
East Gulf Coastal Plain Northern Loess Bluff Forest,NaturalVeg,871144.206
East Gulf Coastal Plain Northern Loess Bluff Forest,Developed,455711.832
East Gulf Coastal Plain Northern Loess Bluff Forest,Exotics,84712.536
East Gulf Coastal Plain Northern Loess Bluff Forest,OtherClearing,760.128
Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Agricultural,130844.136
Laurentian-Acadian Shrub-Herbaceous Wetland Systems,NaturalVeg,1608278.778
Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Developed,148162.8
Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Exotics,29159.256
Laurentian-Acadian Shrub-Herbaceous Wetland Systems,OtherClearing,405.372
West Gulf Coastal Plain Mesic Hardwood Forest,Agricultural,162110.838
West Gulf Coastal Plain Mesic Hardwood Forest,NaturalVeg,1527508.74
West Gulf Coastal Plain Mesic Hardwood Forest,Developed,156591.252
West Gulf Coastal Plain Mesic Hardwood Forest,Exotics,61919.574
West Gulf Coastal Plain Mesic Hardwood Forest,OtherClearing,1606.17
Sonora-Mojave Semi-Desert Chaparral,Agricultural,101875.578
Sonora-Mojave Semi-Desert Chaparral,NaturalVeg,969409.62
Sonora-Mojave Semi-Desert Chaparral,Developed,102196.368
Sonora-Mojave Semi-Desert Chaparral,Exotics,731868.51
Sonora-Mojave Semi-Desert Chaparral,OtherClearing,1914.306
Columbia Plateau Western Juniper Woodland and Savanna,Agricultural,69424.284
Columbia Plateau Western Juniper Woodland and Savanna,NaturalVeg,1628821.992
Columbia Plateau Western Juniper Woodland and Savanna,Developed,98617.284
Columbia Plateau Western Juniper Woodland and Savanna,Exotics,102134.43
Columbia Plateau Western Juniper Woodland and Savanna,OtherClearing,627.15
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,Agricultural,12283.704
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,NaturalVeg,1839051.552
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,Developed,10793.64
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,Exotics,33077.778
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Savanna,OtherClearing,553.224
Sonoran Paloverde-Mixed Cacti Desert Scrub,Agricultural,116197.242
Sonoran Paloverde-Mixed Cacti Desert Scrub,NaturalVeg,1541245.656
Sonoran Paloverde-Mixed Cacti Desert Scrub,Developed,133390.254
Sonoran Paloverde-Mixed Cacti Desert Scrub,Exotics,73629.852
Sonoran Paloverde-Mixed Cacti Desert Scrub,OtherClearing,7293.588
Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,Agricultural,34913.052
Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,NaturalVeg,1597116.396
Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,Developed,137810.052
Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,Exotics,89366.1
Chihuahuan Mixed Desert and Thorn Scrub-Shrubland,OtherClearing,1905.648
Western Great Plains Dry Bur Oak Forest and Woodland,Agricultural,368552.634
Western Great Plains Dry Bur Oak Forest and Woodland,NaturalVeg,1162874.406
Western Great Plains Dry Bur Oak Forest and Woodland,Developed,47965.098
Western Great Plains Dry Bur Oak Forest and Woodland,Exotics,258026.604
Western Great Plains Dry Bur Oak Forest and Woodland,OtherClearing,11.766
Chihuahuan Mixed Desert and Thorn Scrub,Agricultural,4078.806
Chihuahuan Mixed Desert and Thorn Scrub,NaturalVeg,1670812.848
Chihuahuan Mixed Desert and Thorn Scrub,Developed,6474.852
Chihuahuan Mixed Desert and Thorn Scrub,Exotics,140609.25
Chihuahuan Mixed Desert and Thorn Scrub,OtherClearing,4150.956
Colorado Plateau Blackbrush-Mormon-tea Shrubland,Agricultural,2888.886
Colorado Plateau Blackbrush-Mormon-tea Shrubland,NaturalVeg,1777432.122
Colorado Plateau Blackbrush-Mormon-tea Shrubland,Developed,11808.846
Colorado Plateau Blackbrush-Mormon-tea Shrubland,Exotics,29488.704
Colorado Plateau Blackbrush-Mormon-tea Shrubland,OtherClearing,268.176
Central and Southern Appalachian Montane Oak Forest,Agricultural,62408.862
Central and Southern Appalachian Montane Oak Forest,NaturalVeg,1639538.82
Central and Southern Appalachian Montane Oak Forest,Developed,98665.236
Central and Southern Appalachian Montane Oak Forest,Exotics,16471.29
Central and Southern Appalachian Montane Oak Forest,OtherClearing,404.04
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Agricultural,2535.018
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,NaturalVeg,1766975.034
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Developed,5453.874
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Exotics,18905.742
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,OtherClearing,1407.48
North-Central Interior Wet Flatwoods,Agricultural,690706.824
North-Central Interior Wet Flatwoods,NaturalVeg,569219.988
North-Central Interior Wet Flatwoods,Developed,446313.906
North-Central Interior Wet Flatwoods,Exotics,49399.44
North-Central Interior Wet Flatwoods,OtherClearing,3200.352
Inter-Mountain Basins Big Sagebrush Shrubland,Agricultural,252125.178
Inter-Mountain Basins Big Sagebrush Shrubland,NaturalVeg,1262077.326
Inter-Mountain Basins Big Sagebrush Shrubland,Developed,76539.606
Inter-Mountain Basins Big Sagebrush Shrubland,Exotics,130797.516
Inter-Mountain Basins Big Sagebrush Shrubland,OtherClearing,3353.532
Central Interior and Appalachian Floodplain Systems-Large Floodplains,Agricultural,689515.794
Central Interior and Appalachian Floodplain Systems-Large Floodplains,NaturalVeg,835060.77
Central Interior and Appalachian Floodplain Systems-Large Floodplains,Developed,123483.726
Central Interior and Appalachian Floodplain Systems-Large Floodplains,Exotics,50429.964
Central Interior and Appalachian Floodplain Systems-Large Floodplains,OtherClearing,165.834
Tamaulipan Calcareous Thornscrub,Agricultural,129300.792
Tamaulipan Calcareous Thornscrub,NaturalVeg,1353050.928
Tamaulipan Calcareous Thornscrub,Developed,87794.562
Tamaulipan Calcareous Thornscrub,Exotics,102756.918
Tamaulipan Calcareous Thornscrub,OtherClearing,13023.408
Rocky Mountain Lower Montane-Foothill Shrubland,Agricultural,131077.68
Rocky Mountain Lower Montane-Foothill Shrubland,NaturalVeg,1331776.668
Rocky Mountain Lower Montane-Foothill Shrubland,Developed,122804.406
Rocky Mountain Lower Montane-Foothill Shrubland,Exotics,61412.082
Rocky Mountain Lower Montane-Foothill Shrubland,OtherClearing,1053.612
East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Agricultural,13488.498
East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,NaturalVeg,1562254.848
East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Developed,54691.92
East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Exotics,16709.94
East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,OtherClearing,103.008
Madrean Lower Montane Pine-Oak Forest and Woodland,Agricultural,64.158
Madrean Lower Montane Pine-Oak Forest and Woodland,NaturalVeg,1595303.988
Madrean Lower Montane Pine-Oak Forest and Woodland,Developed,17639.898
Madrean Lower Montane Pine-Oak Forest and Woodland,Exotics,20785.86
Madrean Lower Montane Pine-Oak Forest and Woodland,OtherClearing,416.694
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Agricultural,97.902
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,NaturalVeg,1590532.986
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Developed,23317.326
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Exotics,9431.67
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,OtherClearing,69.93
Laurentian Pine-Oak Barrens,Agricultural,132677.634
Laurentian Pine-Oak Barrens,NaturalVeg,1188269.43
Laurentian Pine-Oak Barrens,Developed,218174.718
Laurentian Pine-Oak Barrens,Exotics,49736.658
Laurentian Pine-Oak Barrens,OtherClearing,749.472
Ozark-Ouachita Mesic Hardwood Forest,Agricultural,104258.748
Ozark-Ouachita Mesic Hardwood Forest,NaturalVeg,1354293.462
Ozark-Ouachita Mesic Hardwood Forest,Developed,91328.802
Ozark-Ouachita Mesic Hardwood Forest,Exotics,28540.542
Ozark-Ouachita Mesic Hardwood Forest,OtherClearing,178.044
Paleozoic Plateau Bluff and Talus,Agricultural,531122.568
Paleozoic Plateau Bluff and Talus,NaturalVeg,778152.846
Paleozoic Plateau Bluff and Talus,Developed,84854.616
Paleozoic Plateau Bluff and Talus,Exotics,100117.56
Paleozoic Plateau Bluff and Talus,OtherClearing,721.278
South Florida Pine Flatwoods,Agricultural,379215.96
South Florida Pine Flatwoods,NaturalVeg,545423.808
South Florida Pine Flatwoods,Developed,471628.788
South Florida Pine Flatwoods,Exotics,82273.2
South Florida Pine Flatwoods,OtherClearing,546.342
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Agricultural,39155.916
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NaturalVeg,1212974.922
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Developed,194724.858
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Exotics,9531.126
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,OtherClearing,261.072
Southern Appalachian Low-Elevation Pine Forest,Agricultural,154800.6
Southern Appalachian Low-Elevation Pine Forest,NaturalVeg,1000788.21
Southern Appalachian Low-Elevation Pine Forest,Developed,235800.63
Southern Appalachian Low-Elevation Pine Forest,Exotics,17431.662
Southern Appalachian Low-Elevation Pine Forest,OtherClearing,498.168
California Central Valley Mixed Oak Savanna,Agricultural,669268.062
California Central Valley Mixed Oak Savanna,NaturalVeg,194246.226
California Central Valley Mixed Oak Savanna,Developed,318554.238
California Central Valley Mixed Oak Savanna,Exotics,211409.268
California Central Valley Mixed Oak Savanna,OtherClearing,333.666
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,Agricultural,3358.416
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,NaturalVeg,1350450.642
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,Developed,6933.948
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,Exotics,31936.698
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna-Low Elevation Woodland,OtherClearing,405.372
Rocky Mountain Poor-Site Lodgepole Pine Forest,Agricultural,8885.55
Rocky Mountain Poor-Site Lodgepole Pine Forest,NaturalVeg,1341639.018
Rocky Mountain Poor-Site Lodgepole Pine Forest,Developed,30984.984
Rocky Mountain Poor-Site Lodgepole Pine Forest,Exotics,5878.782
Rocky Mountain Poor-Site Lodgepole Pine Forest,OtherClearing,61.494
California Central Valley and Southern Coastal Grassland,Agricultural,332084.25
California Central Valley and Southern Coastal Grassland,NaturalVeg,157869.528
California Central Valley and Southern Coastal Grassland,Developed,561230.652
California Central Valley and Southern Coastal Grassland,Exotics,333203.352
California Central Valley and Southern Coastal Grassland,OtherClearing,805.638
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Agricultural,85794.12
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,NaturalVeg,1077197.946
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Developed,106056.06
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Exotics,94154.418
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,OtherClearing,413.586
Central Interior Highlands Calcareous Glade and Barrens,Agricultural,449763.342
Central Interior Highlands Calcareous Glade and Barrens,NaturalVeg,640205.598
Central Interior Highlands Calcareous Glade and Barrens,Developed,211960.272
Central Interior Highlands Calcareous Glade and Barrens,Exotics,33365.49
Central Interior Highlands Calcareous Glade and Barrens,OtherClearing,874.014
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Agricultural,55.278
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,NaturalVeg,1317017.22
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Developed,6501.936
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,Exotics,7567.536
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,OtherClearing,57.942
Boreal White Spruce-Fir-Hardwood Forest-Coastal,Agricultural,150516.222
Boreal White Spruce-Fir-Hardwood Forest-Coastal,NaturalVeg,958980.282
Boreal White Spruce-Fir-Hardwood Forest-Coastal,Developed,123892.206
Boreal White Spruce-Fir-Hardwood Forest-Coastal,Exotics,48859.314
Boreal White Spruce-Fir-Hardwood Forest-Coastal,OtherClearing,20514.798
Mediterranean California Red Fir Forest-Southern Sierra,Agricultural,0.666
Mediterranean California Red Fir Forest-Southern Sierra,NaturalVeg,1290620.532
Mediterranean California Red Fir Forest-Southern Sierra,Developed,6828.942
Mediterranean California Red Fir Forest-Southern Sierra,Exotics,109.002
Atlantic Coastal Plain Peatland Pocosin and Canebrake,Agricultural,97655.58
Atlantic Coastal Plain Peatland Pocosin and Canebrake,NaturalVeg,1086802.554
Atlantic Coastal Plain Peatland Pocosin and Canebrake,Developed,76769.154
Atlantic Coastal Plain Peatland Pocosin and Canebrake,Exotics,20856.012
Atlantic Coastal Plain Peatland Pocosin and Canebrake,OtherClearing,506.16
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Agricultural,269783.28
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,NaturalVeg,711025.374
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Developed,59836.104
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Exotics,225857.694
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,OtherClearing,878.676
Southern Coastal Plain Nonriverine Cypress Dome,Agricultural,42975.648
Southern Coastal Plain Nonriverine Cypress Dome,NaturalVeg,1079500.752
Southern Coastal Plain Nonriverine Cypress Dome,Developed,118131.528
Southern Coastal Plain Nonriverine Cypress Dome,Exotics,23615.694
Southern Coastal Plain Nonriverine Cypress Dome,OtherClearing,299.256
Western Great Plains Mesquite Woodland and Shrubland,Agricultural,93820.752
Western Great Plains Mesquite Woodland and Shrubland,NaturalVeg,901081.794
Western Great Plains Mesquite Woodland and Shrubland,Developed,30640.884
Western Great Plains Mesquite Woodland and Shrubland,Exotics,226118.1
Western Great Plains Mesquite Woodland and Shrubland,OtherClearing,2069.262
Chihuahuan Gypsophilous Grassland and Steppe,Agricultural,71358.792
Chihuahuan Gypsophilous Grassland and Steppe,NaturalVeg,863594.652
Chihuahuan Gypsophilous Grassland and Steppe,Developed,53669.166
Chihuahuan Gypsophilous Grassland and Steppe,Exotics,251113.302
Chihuahuan Gypsophilous Grassland and Steppe,OtherClearing,5912.082
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,Agricultural,2453.544
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,NaturalVeg,1223037.072
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,Developed,6521.694
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,Exotics,10047.942
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,OtherClearing,66.378
Northern Atlantic Coastal Plain Pitch Pine Barrens,Agricultural,67942.878
Northern Atlantic Coastal Plain Pitch Pine Barrens,NaturalVeg,687761.772
Northern Atlantic Coastal Plain Pitch Pine Barrens,Developed,444626.04
Northern Atlantic Coastal Plain Pitch Pine Barrens,Exotics,18097.44
Northern Atlantic Coastal Plain Pitch Pine Barrens,OtherClearing,3123.762
Central and South Texas Coastal Fringe Forest and Woodland,Agricultural,100864.368
Central and South Texas Coastal Fringe Forest and Woodland,NaturalVeg,924271.914
Central and South Texas Coastal Fringe Forest and Woodland,Developed,59700.24
Central and South Texas Coastal Fringe Forest and Woodland,Exotics,116247.414
Central and South Texas Coastal Fringe Forest and Woodland,OtherClearing,916.638
Columbia Plateau Scabland Shrubland,Agricultural,100891.008
Columbia Plateau Scabland Shrubland,NaturalVeg,965940.648
Columbia Plateau Scabland Shrubland,Developed,56411.31
Columbia Plateau Scabland Shrubland,Exotics,69511.974
Columbia Plateau Scabland Shrubland,OtherClearing,111.222
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Agricultural,279489.786
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,NaturalVeg,719196.084
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Developed,113207.568
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Exotics,63106.83
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,OtherClearing,4649.568
Willamette Valley Upland Prairie and Savanna,Agricultural,762505.62
Willamette Valley Upland Prairie and Savanna,NaturalVeg,132940.26
Willamette Valley Upland Prairie and Savanna,Developed,252774.306
Willamette Valley Upland Prairie and Savanna,Exotics,31132.614
Willamette Valley Upland Prairie and Savanna,OtherClearing,114.33
Southern Rocky Mountain Montane-Subalpine Grassland,Agricultural,9627.918
Southern Rocky Mountain Montane-Subalpine Grassland,NaturalVeg,1125893.868
Southern Rocky Mountain Montane-Subalpine Grassland,Developed,16100.772
Southern Rocky Mountain Montane-Subalpine Grassland,Exotics,23332.2
Southern Rocky Mountain Montane-Subalpine Grassland,OtherClearing,1223.664
Southern Coastal Plain Blackland Prairie and Woodland,Agricultural,286137.798
Southern Coastal Plain Blackland Prairie and Woodland,NaturalVeg,638553.252
Southern Coastal Plain Blackland Prairie and Woodland,Developed,187134.234
Southern Coastal Plain Blackland Prairie and Woodland,Exotics,44848.218
Southern Coastal Plain Blackland Prairie and Woodland,OtherClearing,444.444
Mediterranean California Mixed Oak Woodland,Agricultural,18747.9
Mediterranean California Mixed Oak Woodland,NaturalVeg,996900.99
Mediterranean California Mixed Oak Woodland,Developed,47260.692
Mediterranean California Mixed Oak Woodland,Exotics,87961.506
Mediterranean California Mixed Oak Woodland,OtherClearing,248.418
North Pacific Oak Woodland,Agricultural,388433.178
North Pacific Oak Woodland,NaturalVeg,523813.218
North Pacific Oak Woodland,Developed,191234.574
North Pacific Oak Woodland,Exotics,44102.076
North Pacific Oak Woodland,OtherClearing,448.884
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Agricultural,58369.572
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,NaturalVeg,815479.26
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Developed,15095.334
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Exotics,212850.492
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,OtherClearing,1625.04
Apacherian-Chihuahuan Mesquite Upland Scrub,Agricultural,16921.284
Apacherian-Chihuahuan Mesquite Upland Scrub,NaturalVeg,961136.124
Apacherian-Chihuahuan Mesquite Upland Scrub,Developed,23702.718
Apacherian-Chihuahuan Mesquite Upland Scrub,Exotics,95680.446
Apacherian-Chihuahuan Mesquite Upland Scrub,OtherClearing,999
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Agricultural,390510.432
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,NaturalVeg,603695.922
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Developed,34131.168
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Exotics,64290.978
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,OtherClearing,555.888
Mediterranean California Mixed Evergreen Forest-Coastal,Agricultural,8778.324
Mediterranean California Mixed Evergreen Forest-Coastal,NaturalVeg,969925.326
Mediterranean California Mixed Evergreen Forest-Coastal,Developed,53890.5
Mediterranean California Mixed Evergreen Forest-Coastal,Exotics,46857.762
Mediterranean California Mixed Evergreen Forest-Coastal,OtherClearing,7.104
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Agricultural,75719.76
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,NaturalVeg,859151.1
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Developed,92872.59
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Exotics,42139.818
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,OtherClearing,787.656
Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Agricultural,259999.296
Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,NaturalVeg,658897.332
Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Developed,110802.198
Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Exotics,16881.102
Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,OtherClearing,263.736
Mediterranean California Red Fir Forest-Cascades,NaturalVeg,1023212.652
Mediterranean California Red Fir Forest-Cascades,Developed,13259.172
Mediterranean California Red Fir Forest-Cascades,Exotics,885.558
Mediterranean California Red Fir Forest-Cascades,OtherClearing,39.516
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Agricultural,44272.794
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,NaturalVeg,649573.776
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Developed,21191.676
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Exotics,317551.02
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,OtherClearing,3359.082
South Texas Sand Sheet Grassland,Agricultural,101895.78
South Texas Sand Sheet Grassland,NaturalVeg,763398.282
South Texas Sand Sheet Grassland,Developed,56898.822
South Texas Sand Sheet Grassland,Exotics,93745.05
South Texas Sand Sheet Grassland,OtherClearing,522.588
California Mesic Chaparral,Agricultural,12592.062
California Mesic Chaparral,NaturalVeg,745197.39
California Mesic Chaparral,Developed,86386.638
California Mesic Chaparral,Exotics,148496.244
California Mesic Chaparral,OtherClearing,340.326
Mediterranean California Red Fir Forest,Agricultural,332.334
Mediterranean California Red Fir Forest,NaturalVeg,958834.428
Mediterranean California Red Fir Forest,Developed,5345.538
Mediterranean California Red Fir Forest,Exotics,1220.112
Mediterranean California Red Fir Forest,OtherClearing,35.52
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Agricultural,583811.826
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,NaturalVeg,153253.482
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Developed,173996.274
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Exotics,38206.644
East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,OtherClearing,89.466
Great Plains Prairie Pothole,Agricultural,527194.056
Great Plains Prairie Pothole,NaturalVeg,335231.766
Great Plains Prairie Pothole,Developed,28489.038
Great Plains Prairie Pothole,Exotics,51518.43
Great Plains Prairie Pothole,OtherClearing,1404.816
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Agricultural,217432.572
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,NaturalVeg,503573.256
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Developed,160399.218
