BPS_NAME,EVT_PHYS2,ACRES
Southern Appalachian Oak Forest,Agricultural,341890.434
Southern Appalachian Oak Forest,NaturalVeg,4644350.556
Southern Appalachian Oak Forest,Developed,688569.852
Southern Appalachian Oak Forest,Exotics,52762.518
Southern Appalachian Oak Forest,OtherClearing,2968.584
Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Agricultural,277937.562
Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,NaturalVeg,4483598.58
Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Developed,137014.626
Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Exotics,823035.918
Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,OtherClearing,6246.636
North-Central Interior Dry Oak Forest and Woodland,Agricultural,2262486.804
North-Central Interior Dry Oak Forest and Woodland,NaturalVeg,2086397.736
North-Central Interior Dry Oak Forest and Woodland,Developed,1074319.716
North-Central Interior Dry Oak Forest and Woodland,Exotics,180457.806
North-Central Interior Dry Oak Forest and Woodland,OtherClearing,3854.364
North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Agricultural,119768.112
North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,NaturalVeg,4705709.802
North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Developed,632674.026
North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Exotics,52601.346
North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,OtherClearing,726.606
Northern Rocky Mountain Subalpine Woodland and Parkland,Agricultural,834.72
Northern Rocky Mountain Subalpine Woodland and Parkland,NaturalVeg,5497255.686
Northern Rocky Mountain Subalpine Woodland and Parkland,Developed,1930.29
Northern Rocky Mountain Subalpine Woodland and Parkland,Exotics,617.16
Northern Rocky Mountain Subalpine Woodland and Parkland,OtherClearing,569.43
Central Florida Pine Flatwoods,Agricultural,973512.18
Central Florida Pine Flatwoods,NaturalVeg,2611695.246
Central Florida Pine Flatwoods,Developed,1513097.166
Central Florida Pine Flatwoods,Exotics,252324.978
Central Florida Pine Flatwoods,OtherClearing,3343.986
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Agricultural,7038.954
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,NaturalVeg,5187636.726
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Developed,30278.358
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Exotics,26758.77
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,OtherClearing,562.104
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Agricultural,687452.304
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,NaturalVeg,4064205.948
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Developed,160975.752
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Exotics,267528.648
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,OtherClearing,1597.734
Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Agricultural,202106.802
Gulf and Atlantic Coastal Plain Tidal Marsh Systems,NaturalVeg,4331348.982
Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Developed,546899.886
Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Exotics,79061.082
Gulf and Atlantic Coastal Plain Tidal Marsh Systems,OtherClearing,1916.748
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Agricultural,20154.492
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,NaturalVeg,4886323.674
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Developed,49817.91
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Exotics,22967.454
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,OtherClearing,866.91
Sonora-Mojave Mixed Salt Desert Scrub,Agricultural,2783991.222
Sonora-Mojave Mixed Salt Desert Scrub,NaturalVeg,667743.588
Sonora-Mojave Mixed Salt Desert Scrub,Developed,620984.394
Sonora-Mojave Mixed Salt Desert Scrub,Exotics,843588.9
Sonora-Mojave Mixed Salt Desert Scrub,OtherClearing,60160.89
Edwards Plateau Limestone Shrubland,Agricultural,12041.502
Edwards Plateau Limestone Shrubland,NaturalVeg,3951221.934
Edwards Plateau Limestone Shrubland,Developed,146239.392
Edwards Plateau Limestone Shrubland,Exotics,826601.46
Edwards Plateau Limestone Shrubland,OtherClearing,17272.488
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Agricultural,764370.42
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,NaturalVeg,3089812.428
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Developed,820477.146
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Exotics,191504.748
East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,OtherClearing,1434.342
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Agricultural,110282.496
Inter-Mountain Basins Semi-Desert Shrub-Steppe,NaturalVeg,4404580.122
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Developed,70050.768
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Exotics,119516.586
Inter-Mountain Basins Semi-Desert Shrub-Steppe,OtherClearing,2516.592
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Agricultural,432484.416
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,NaturalVeg,3819432.078
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Developed,331354.314
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Exotics,98228.118
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,OtherClearing,763.68
Tamaulipan Savanna Grassland,Agricultural,1075289.856
Tamaulipan Savanna Grassland,NaturalVeg,2549208.906
Tamaulipan Savanna Grassland,Developed,452505.264
Tamaulipan Savanna Grassland,Exotics,453805.74
Tamaulipan Savanna Grassland,OtherClearing,20081.01
Boreal White Spruce-Fir-Hardwood Forest-Inland,Agricultural,359322.984
Boreal White Spruce-Fir-Hardwood Forest-Inland,NaturalVeg,3685643.778
Boreal White Spruce-Fir-Hardwood Forest-Inland,Developed,273981.3
Boreal White Spruce-Fir-Hardwood Forest-Inland,Exotics,94084.932
Boreal White Spruce-Fir-Hardwood Forest-Inland,OtherClearing,2197.8
Northern and Central California Dry-Mesic Chaparral,Agricultural,111310.134
Northern and Central California Dry-Mesic Chaparral,NaturalVeg,2014184.466
Northern and Central California Dry-Mesic Chaparral,Developed,371863.542
Northern and Central California Dry-Mesic Chaparral,Exotics,1874840.838
Northern and Central California Dry-Mesic Chaparral,OtherClearing,4692.192
Inter-Mountain Basins Sparsely Vegetated Systems,Agricultural,181046.994
Inter-Mountain Basins Sparsely Vegetated Systems,NaturalVeg,3702306.432
Inter-Mountain Basins Sparsely Vegetated Systems,Developed,302522.286
Inter-Mountain Basins Sparsely Vegetated Systems,Exotics,60100.062
Inter-Mountain Basins Sparsely Vegetated Systems,OtherClearing,43059.564
Mogollon Chaparral,Agricultural,5352.864
Mogollon Chaparral,NaturalVeg,4062761.838
Mogollon Chaparral,Developed,46118.724
Mogollon Chaparral,Exotics,97453.782
Mogollon Chaparral,OtherClearing,7655.67
East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Agricultural,526435.26
East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,NaturalVeg,2852101.044
East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Developed,654406.494
East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Exotics,176998.38
East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,OtherClearing,855.366
Northern Atlantic Coastal Plain Hardwood Forest,Agricultural,499274.67
Northern Atlantic Coastal Plain Hardwood Forest,NaturalVeg,1359815.046
Northern Atlantic Coastal Plain Hardwood Forest,Developed,2297647.83
Northern Atlantic Coastal Plain Hardwood Forest,Exotics,42250.818
Northern Atlantic Coastal Plain Hardwood Forest,OtherClearing,4774.332
Eastern Great Plains Floodplain Systems,Agricultural,2538211.026
Eastern Great Plains Floodplain Systems,NaturalVeg,1029378.036
Eastern Great Plains Floodplain Systems,Developed,256158.252
Eastern Great Plains Floodplain Systems,Exotics,238183.134
Eastern Great Plains Floodplain Systems,OtherClearing,2553.666
Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Agricultural,482780.07
Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,NaturalVeg,3097207.248
Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Developed,400929.336
Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Exotics,72854.184
Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,OtherClearing,1337.994
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Agricultural,738428.388
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,NaturalVeg,2281101.06
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Developed,953341.482
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Exotics,56702.574
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,OtherClearing,2245.308
Southern Rocky Mountain Juniper Woodland and Savanna,Agricultural,11740.914
Southern Rocky Mountain Juniper Woodland and Savanna,NaturalVeg,3822633.096
Southern Rocky Mountain Juniper Woodland and Savanna,Developed,67886.49
Southern Rocky Mountain Juniper Woodland and Savanna,Exotics,95314.59
Southern Rocky Mountain Juniper Woodland and Savanna,OtherClearing,2503.716
East Gulf Coastal Plain Near-Coast Pine Flatwoods,Agricultural,184357.68
East Gulf Coastal Plain Near-Coast Pine Flatwoods,NaturalVeg,2926370.7
East Gulf Coastal Plain Near-Coast Pine Flatwoods,Developed,706447.956
East Gulf Coastal Plain Near-Coast Pine Flatwoods,Exotics,159776.952
East Gulf Coastal Plain Near-Coast Pine Flatwoods,OtherClearing,1286.712
California Central Valley Riparian Woodland and Shrubland,Agricultural,2823435.96
California Central Valley Riparian Woodland and Shrubland,NaturalVeg,441349.986
California Central Valley Riparian Woodland and Shrubland,Developed,527936.424
California Central Valley Riparian Woodland and Shrubland,Exotics,95552.574
California Central Valley Riparian Woodland and Shrubland,OtherClearing,4835.16
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Agricultural,14801.628
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,NaturalVeg,3792943.704
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Developed,43940.016
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Exotics,23992.65
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,OtherClearing,427.35
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Agricultural,288749.628
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,NaturalVeg,2968567.572
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Developed,432863.814
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Exotics,180640.512
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,OtherClearing,2385.39
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Agricultural,419189.724
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,NaturalVeg,2127432.216
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Developed,1034318.424
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Exotics,228916.188
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,OtherClearing,7628.364
Southern California Coastal Scrub,Agricultural,197252.55
Southern California Coastal Scrub,NaturalVeg,1052593.464
Southern California Coastal Scrub,Developed,2117071.698
Southern California Coastal Scrub,Exotics,294886.818
Southern California Coastal Scrub,OtherClearing,4130.31
Northwestern Great Plains Shrubland,Agricultural,147392.46
Northwestern Great Plains Shrubland,NaturalVeg,3424433.25
Northwestern Great Plains Shrubland,Developed,19434.546
Northwestern Great Plains Shrubland,Exotics,68113.818
Northwestern Great Plains Shrubland,OtherClearing,1036.296
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Agricultural,521271.984
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,NaturalVeg,2753011.122
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Developed,305871.156
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Exotics,72855.96
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,OtherClearing,901.764
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Agricultural,393249.024
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,NaturalVeg,3137675.628
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Developed,62531.184
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Exotics,55292.43
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,OtherClearing,77.478
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Agricultural,164759.52
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,NaturalVeg,3189290.406
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Developed,94651.254
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Exotics,149611.572
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,OtherClearing,14479.506
Western Great Plains Depressional Wetland Systems,Agricultural,1557796.644
Western Great Plains Depressional Wetland Systems,NaturalVeg,1734987.72
Western Great Plains Depressional Wetland Systems,Developed,63083.52
Western Great Plains Depressional Wetland Systems,Exotics,209496.516
Western Great Plains Depressional Wetland Systems,OtherClearing,606.504
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Agricultural,134448.084
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,NaturalVeg,2390910.696
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Developed,882120.108
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Exotics,113899.764
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,OtherClearing,971.25
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Agricultural,38672.4
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,NaturalVeg,3421733.286
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Developed,28457.958
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Exotics,30441.306
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,OtherClearing,298.812
California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Agricultural,11241.414
California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,NaturalVeg,3319761.582
California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Developed,75797.904
California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Exotics,54633.756
California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,OtherClearing,333.666
Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Agricultural,229308.906
Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,NaturalVeg,2931100.41
Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Developed,87345.012
Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,Exotics,174100.392
Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,OtherClearing,1552.668
Southern Rocky Mountain Ponderosa Pine Savanna,Agricultural,10278.822
Southern Rocky Mountain Ponderosa Pine Savanna,NaturalVeg,3350031.06
Southern Rocky Mountain Ponderosa Pine Savanna,Developed,34534.098
Southern Rocky Mountain Ponderosa Pine Savanna,Exotics,18089.448
Southern Rocky Mountain Ponderosa Pine Savanna,OtherClearing,591.63
North-Central Oak Barrens,Agricultural,1349763.552
North-Central Oak Barrens,NaturalVeg,892517.478
North-Central Oak Barrens,Developed,997844.934
North-Central Oak Barrens,Exotics,78056.754
North-Central Oak Barrens,OtherClearing,2412.696
Chihuahuan Mixed Desert and Thorn Scrub-Steppe,Agricultural,27372.6
Chihuahuan Mixed Desert and Thorn Scrub-Steppe,NaturalVeg,3163773.282
Chihuahuan Mixed Desert and Thorn Scrub-Steppe,Developed,58294.758
Chihuahuan Mixed Desert and Thorn Scrub-Steppe,Exotics,60092.514
Chihuahuan Mixed Desert and Thorn Scrub-Steppe,OtherClearing,1565.988
Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Agricultural,270400.218
Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,NaturalVeg,2808017.394
Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Developed,122364.402
Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Exotics,75434.49
Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,OtherClearing,1682.982
North-Central Interior Sand and Gravel Tallgrass Prairie,Agricultural,2163461.928
North-Central Interior Sand and Gravel Tallgrass Prairie,NaturalVeg,455549.55
North-Central Interior Sand and Gravel Tallgrass Prairie,Developed,387507.216
North-Central Interior Sand and Gravel Tallgrass Prairie,Exotics,266086.092
North-Central Interior Sand and Gravel Tallgrass Prairie,OtherClearing,4080.804
Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Agricultural,223795.758
Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,NaturalVeg,2877123.774
Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Developed,56261.904
Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Exotics,90764.256
Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,OtherClearing,5621.706
South Florida Everglades Sawgrass Marsh,Agricultural,579990.762
South Florida Everglades Sawgrass Marsh,NaturalVeg,2182118.808
South Florida Everglades Sawgrass Marsh,Developed,367134.72
South Florida Everglades Sawgrass Marsh,Exotics,37631.22
South Florida Everglades Sawgrass Marsh,OtherClearing,1897.878
Western Great Plains Foothill and Piedmont Grassland,Agricultural,86231.238
Western Great Plains Foothill and Piedmont Grassland,NaturalVeg,2786354.412
Western Great Plains Foothill and Piedmont Grassland,Developed,184592.778
Western Great Plains Foothill and Piedmont Grassland,Exotics,29704.266
Western Great Plains Foothill and Piedmont Grassland,OtherClearing,1154.622
Florida Longleaf Pine Sandhill,Agricultural,581259.936
Florida Longleaf Pine Sandhill,NaturalVeg,1259536.536
Florida Longleaf Pine Sandhill,Developed,1033573.392
Florida Longleaf Pine Sandhill,Exotics,200800.554
Florida Longleaf Pine Sandhill,OtherClearing,3340.878
Inter-Mountain Basins Mat Saltbush Shrubland,Agricultural,182839.422
Inter-Mountain Basins Mat Saltbush Shrubland,NaturalVeg,2668994.334
Inter-Mountain Basins Mat Saltbush Shrubland,Developed,58245.03
Inter-Mountain Basins Mat Saltbush Shrubland,Exotics,164531.526
Inter-Mountain Basins Mat Saltbush Shrubland,OtherClearing,3752.91
Rocky Mountain Subalpine/Upper Montane Riparian Systems,Agricultural,369079.884
Rocky Mountain Subalpine/Upper Montane Riparian Systems,NaturalVeg,2562810.624
Rocky Mountain Subalpine/Upper Montane Riparian Systems,Developed,65861.406
Rocky Mountain Subalpine/Upper Montane Riparian Systems,Exotics,52997.172
Rocky Mountain Subalpine/Upper Montane Riparian Systems,OtherClearing,200.688
Lower Mississippi River Flatwoods,Agricultural,2178332.376
Lower Mississippi River Flatwoods,NaturalVeg,537706.866
Lower Mississippi River Flatwoods,Developed,216829.62
Lower Mississippi River Flatwoods,Exotics,24629.124
Lower Mississippi River Flatwoods,OtherClearing,73.26
Western Great Plains Tallgrass Prairie,Agricultural,1513962.3
Western Great Plains Tallgrass Prairie,NaturalVeg,1011055.932
Western Great Plains Tallgrass Prairie,Developed,177381.774
Western Great Plains Tallgrass Prairie,Exotics,231893.652
Western Great Plains Tallgrass Prairie,OtherClearing,282.162
Southern and Central Appalachian Cove Forest,Agricultural,206952.84
Southern and Central Appalachian Cove Forest,NaturalVeg,2307234.678
Southern and Central Appalachian Cove Forest,Developed,291363.012
Southern and Central Appalachian Cove Forest,Exotics,35886.966
Southern and Central Appalachian Cove Forest,OtherClearing,1900.098
North American Warm Desert Riparian Systems,Agricultural,470191.56
North American Warm Desert Riparian Systems,NaturalVeg,1929602.466
North American Warm Desert Riparian Systems,Developed,201429.036
North American Warm Desert Riparian Systems,Exotics,221637.252
North American Warm Desert Riparian Systems,OtherClearing,2480.628
Madrean Pinyon-Juniper Woodland,Agricultural,110.334
Madrean Pinyon-Juniper Woodland,NaturalVeg,2807557.41
Madrean Pinyon-Juniper Woodland,Developed,3413.472
Madrean Pinyon-Juniper Woodland,Exotics,10712.388
Madrean Pinyon-Juniper Woodland,OtherClearing,2652.234
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Agricultural,449521.584
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,NaturalVeg,1720407.426
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Developed,563262.84
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Exotics,87065.736
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,OtherClearing,466.2
Laurentian Pine-Oak Barrens-Jack Pine,Agricultural,268110.288
Laurentian Pine-Oak Barrens-Jack Pine,NaturalVeg,2162945.556
Laurentian Pine-Oak Barrens-Jack Pine,Developed,275814.576
Laurentian Pine-Oak Barrens-Jack Pine,Exotics,112770.894
Laurentian Pine-Oak Barrens-Jack Pine,OtherClearing,977.244
Central and Southern California Mixed Evergreen Woodland,Agricultural,95312.814
Central and Southern California Mixed Evergreen Woodland,NaturalVeg,1887449.106
Central and Southern California Mixed Evergreen Woodland,Developed,171233.04
Central and Southern California Mixed Evergreen Woodland,Exotics,664790.322
Central and Southern California Mixed Evergreen Woodland,OtherClearing,593.85
North Pacific Mesic Western Hemlock-Silver Fir Forest,Agricultural,174.048
North Pacific Mesic Western Hemlock-Silver Fir Forest,NaturalVeg,2651586.426
North Pacific Mesic Western Hemlock-Silver Fir Forest,Developed,58479.018
North Pacific Mesic Western Hemlock-Silver Fir Forest,Exotics,28523.448
North Pacific Mesic Western Hemlock-Silver Fir Forest,OtherClearing,35.742
Acadian-Appalachian Montane Spruce-Fir Forest,Agricultural,5346.426
Acadian-Appalachian Montane Spruce-Fir Forest,NaturalVeg,2638358.778
Acadian-Appalachian Montane Spruce-Fir Forest,Developed,59533.74
Acadian-Appalachian Montane Spruce-Fir Forest,Exotics,22247.286
Acadian-Appalachian Montane Spruce-Fir Forest,OtherClearing,284.16
California Coastal Redwood Forest,Agricultural,43968.654
California Coastal Redwood Forest,NaturalVeg,2342740.248
California Coastal Redwood Forest,Developed,207364.65
California Coastal Redwood Forest,Exotics,89758.818
California Coastal Redwood Forest,OtherClearing,428.238
Southern Rocky Mountain Pinyon-Juniper Woodland,Agricultural,2243.532
Southern Rocky Mountain Pinyon-Juniper Woodland,NaturalVeg,2599432.854
Southern Rocky Mountain Pinyon-Juniper Woodland,Developed,29494.254
Southern Rocky Mountain Pinyon-Juniper Woodland,Exotics,34886.856
Southern Rocky Mountain Pinyon-Juniper Woodland,OtherClearing,1342.212
Chihuahuan Sandy Plains Semi-Desert Grassland,Agricultural,15522.24
Chihuahuan Sandy Plains Semi-Desert Grassland,NaturalVeg,2329951.938
Chihuahuan Sandy Plains Semi-Desert Grassland,Developed,131142.06
Chihuahuan Sandy Plains Semi-Desert Grassland,Exotics,182918.01
Chihuahuan Sandy Plains Semi-Desert Grassland,OtherClearing,1136.418
Southern Coastal Plain Seepage Swamp and Baygall,Agricultural,57316.404
Southern Coastal Plain Seepage Swamp and Baygall,NaturalVeg,2264989.854
Southern Coastal Plain Seepage Swamp and Baygall,Developed,277431.624
Southern Coastal Plain Seepage Swamp and Baygall,Exotics,55760.85
Southern Coastal Plain Seepage Swamp and Baygall,OtherClearing,758.352
Laurentian-Acadian Floodplain Systems,Agricultural,281960.868
Laurentian-Acadian Floodplain Systems,NaturalVeg,2068681.692
Laurentian-Acadian Floodplain Systems,Developed,233775.546
Laurentian-Acadian Floodplain Systems,Exotics,54605.784
Laurentian-Acadian Floodplain Systems,OtherClearing,467.31
Madrean Encinal,Agricultural,636.696
Madrean Encinal,NaturalVeg,2562870.786
Madrean Encinal,Developed,29868.768
Madrean Encinal,Exotics,22492.374
Madrean Encinal,OtherClearing,3447.882
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Agricultural,112993.338
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,NaturalVeg,2047315.08
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Developed,285137.688
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Exotics,122023.854
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,OtherClearing,2161.17
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Agricultural,68472.57
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,NaturalVeg,2403108.042
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Developed,46786.278
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Exotics,20040.606
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,OtherClearing,1377.51
California Montane Riparian Systems,Agricultural,138551.976
California Montane Riparian Systems,NaturalVeg,1998100.344
California Montane Riparian Systems,Developed,321430.47
California Montane Riparian Systems,Exotics,67017.36
California Montane Riparian Systems,OtherClearing,191.586
West Gulf Coastal Plain Pine-Hardwood Flatwoods,Agricultural,203497.632
West Gulf Coastal Plain Pine-Hardwood Flatwoods,NaturalVeg,1664969.142
West Gulf Coastal Plain Pine-Hardwood Flatwoods,Developed,490308.09
West Gulf Coastal Plain Pine-Hardwood Flatwoods,Exotics,111072.816
West Gulf Coastal Plain Pine-Hardwood Flatwoods,OtherClearing,2815.404
North Pacific Hypermaritime Sitka Spruce Forest,Agricultural,32536.542
North Pacific Hypermaritime Sitka Spruce Forest,NaturalVeg,2160441.618
North Pacific Hypermaritime Sitka Spruce Forest,Developed,217669.446
North Pacific Hypermaritime Sitka Spruce Forest,Exotics,21127.296
North Pacific Hypermaritime Sitka Spruce Forest,OtherClearing,226.218
Southern California Dry-Mesic Chaparral,Agricultural,19135.512
Southern California Dry-Mesic Chaparral,NaturalVeg,1851714.876
Southern California Dry-Mesic Chaparral,Developed,370605.69
Southern California Dry-Mesic Chaparral,Exotics,138229.632
Southern California Dry-Mesic Chaparral,OtherClearing,509.49
Sonoran Mid-Elevation Desert Scrub,Agricultural,3405.702
Sonoran Mid-Elevation Desert Scrub,NaturalVeg,2221428.126
Sonoran Mid-Elevation Desert Scrub,Developed,51579.258
Sonoran Mid-Elevation Desert Scrub,Exotics,88334.022
Sonoran Mid-Elevation Desert Scrub,OtherClearing,6327.222
Edwards Plateau Dry-Mesic Slope Forest and Woodland,Agricultural,5215.224
Edwards Plateau Dry-Mesic Slope Forest and Woodland,NaturalVeg,1979615.07
Edwards Plateau Dry-Mesic Slope Forest and Woodland,Developed,162552.396
Edwards Plateau Dry-Mesic Slope Forest and Woodland,Exotics,195324.258
Edwards Plateau Dry-Mesic Slope Forest and Woodland,OtherClearing,1887
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Agricultural,3308.466
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,NaturalVeg,2241101.544
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Developed,20148.72
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Exotics,7847.256
